Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
Extremadura;mujeres;total;tasas de actividad;2001TII;32,17
Extremadura;mujeres;total;tasas de actividad;2001TI;32,43
Extremadura;mujeres;total;tasas de actividad;2000TIV;38,86
Extremadura;mujeres;total;tasas de actividad;2000TIII;37,53
Extremadura;mujeres;total;tasas de actividad;2000TII;38,03
Extremadura;mujeres;total;tasas de actividad;2000TI;36,79
Extremadura;mujeres;total;tasas de actividad;1999TIV;36,56
Extremadura;mujeres;total;tasas de actividad;1999TIII;35,34
Extremadura;mujeres;total;tasas de actividad;1999TII;34,31
Extremadura;mujeres;total;tasas de actividad;1999TI;36,19
Extremadura;mujeres;total;tasas de actividad;1998TIV;35,59
Extremadura;mujeres;total;tasas de actividad;1998TIII;34,48
Extremadura;mujeres;total;tasas de actividad;1998TII;34,74
Extremadura;mujeres;total;tasas de actividad;1998TI;33,96
Extremadura;mujeres;total;tasas de actividad;1997TIV;34,55
Extremadura;mujeres;total;tasas de actividad;1997TIII;33,04
Extremadura;mujeres;total;tasas de actividad;1997TII;33,77
Extremadura;mujeres;total;tasas de actividad;1997TI;33,12
Extremadura;mujeres;total;tasas de actividad;1996TIV;33,60
Extremadura;mujeres;total;tasas de actividad;1996TIII;34,05
Extremadura;mujeres;total;tasas de actividad;1996TII;33,50
Extremadura;mujeres;total;tasas de actividad;1996TI;32,71
Extremadura;mujeres;total;tasas de paro;2001TIV;22,50
Extremadura;mujeres;total;tasas de paro;2001TIII;22,20
Extremadura;mujeres;total;tasas de paro;2001TII;21,72
Extremadura;mujeres;total;tasas de paro;2001TI;23,49
Extremadura;mujeres;total;tasas de paro;2000TIV;35,34
Extremadura;mujeres;total;tasas de paro;2000TIII;36,45
Extremadura;mujeres;total;tasas de paro;2000TII;36,19
Extremadura;mujeres;total;tasas de paro;2000TI;35,48
Extremadura;mujeres;total;tasas de paro;1999TIV;36,71
Extremadura;mujeres;total;tasas de paro;1999TIII;35,38
Extremadura;mujeres;total;tasas de paro;1999TII;37,08
Extremadura;mujeres;total;tasas de paro;1999TI;40,44
Extremadura;mujeres;total;tasas de paro;1998TIV;41,97
Extremadura;mujeres;total;tasas de paro;1998TIII;39,92
Extremadura;mujeres;total;tasas de paro;1998TII;40,15
Extremadura;mujeres;total;tasas de paro;1998TI;40,93
Extremadura;mujeres;total;tasas de paro;1997TIV;40,65
Extremadura;mujeres;total;tasas de paro;1997TIII;38,80
Extremadura;mujeres;total;tasas de paro;1997TII;41,60
Extremadura;mujeres;total;tasas de paro;1997TI;41,78
Extremadura;mujeres;total;tasas de paro;1996TIV;43,13
Extremadura;mujeres;total;tasas de paro;1996TIII;38,27
Extremadura;mujeres;total;tasas de paro;1996TII;40,12
Extremadura;mujeres;total;tasas de paro;1996TI;42,01
Extremadura;mujeres;total;tasas de empleo;2001TIV;24,25
Extremadura;mujeres;total;tasas de empleo;2001TIII;24,09
Extremadura;mujeres;total;tasas de empleo;2001TII;25,18
Extremadura;mujeres;total;tasas de empleo;2001TI;24,81
Extremadura;mujeres;total;tasas de empleo;2000TIV;25,13
Extremadura;mujeres;total;tasas de empleo;2000TIII;23,85
Extremadura;mujeres;total;tasas de empleo;2000TII;24,27
Extremadura;mujeres;total;tasas de empleo;2000TI;23,74
Extremadura;mujeres;total;tasas de empleo;1999TIV;23,14
Extremadura;mujeres;total;tasas de empleo;1999TIII;22,84
Extremadura;mujeres;total;tasas de empleo;1999TII;21,59
Extremadura;mujeres;total;tasas de empleo;1999TI;21,55
Extremadura;mujeres;total;tasas de empleo;1998TIV;20,65
Extremadura;mujeres;total;tasas de empleo;1998TIII;20,72
Extremadura;mujeres;total;tasas de empleo;1998TII;20,79
Extremadura;mujeres;total;tasas de empleo;1998TI;20,06
Extremadura;mujeres;total;tasas de empleo;1997TIV;20,51
Extremadura;mujeres;total;tasas de empleo;1997TIII;20,22
Extremadura;mujeres;total;tasas de empleo;1997TII;19,72
Extremadura;mujeres;total;tasas de empleo;1997TI;19,28
Extremadura;mujeres;total;tasas de empleo;1996TIV;19,11
Extremadura;mujeres;total;tasas de empleo;1996TIII;21,02
Extremadura;mujeres;total;tasas de empleo;1996TII;20,06
Extremadura;mujeres;total;tasas de empleo;1996TI;18,97
Extremadura;mujeres;menores de 25 años;tasas de actividad;2001TIV;31,98
Extremadura;mujeres;menores de 25 años;tasas de actividad;2001TIII;30,76
Extremadura;mujeres;menores de 25 años;tasas de actividad;2001TII;33,45
Extremadura;mujeres;menores de 25 años;tasas de actividad;2001TI;35,76
Extremadura;mujeres;menores de 25 años;tasas de actividad;2000TIV;44,16
Extremadura;mujeres;menores de 25 años;tasas de actividad;2000TIII;41,75
Extremadura;mujeres;menores de 25 años;tasas de actividad;2000TII;45,59
Extremadura;mujeres;menores de 25 años;tasas de actividad;2000TI;43,42
Extremadura;mujeres;menores de 25 años;tasas de actividad;1999TIV;43,70
Extremadura;mujeres;menores de 25 años;tasas de actividad;1999TIII;40,81
Extremadura;mujeres;menores de 25 años;tasas de actividad;1999TII;39,13
Extremadura;mujeres;menores de 25 años;tasas de actividad;1999TI;43,06
Extremadura;mujeres;menores de 25 años;tasas de actividad;1998TIV;41,83
Extremadura;mujeres;menores de 25 años;tasas de actividad;1998TIII;41,06
Extremadura;mujeres;menores de 25 años;tasas de actividad;1998TII;40,62
Extremadura;mujeres;menores de 25 años;tasas de actividad;1998TI;41,54
Extremadura;mujeres;menores de 25 años;tasas de actividad;1997TIV;43,21
Extremadura;mujeres;menores de 25 años;tasas de actividad;1997TIII;38,65
Extremadura;mujeres;menores de 25 años;tasas de actividad;1997TII;38,88
Extremadura;mujeres;menores de 25 años;tasas de actividad;1997TI;37,72
Extremadura;mujeres;menores de 25 años;tasas de actividad;1996TIV;40,14
Extremadura;mujeres;menores de 25 años;tasas de actividad;1996TIII;44,22
Extremadura;mujeres;menores de 25 años;tasas de actividad;1996TII;43,30
Extremadura;mujeres;menores de 25 años;tasas de actividad;1996TI;43,37
Extremadura;mujeres;menores de 25 años;tasas de paro;2001TIV;33,94
Extremadura;mujeres;menores de 25 años;tasas de paro;2001TIII;36,18
Extremadura;mujeres;menores de 25 años;tasas de paro;2001TII;34,97
Extremadura;mujeres;menores de 25 años;tasas de paro;2001TI;35,80
Extremadura;mujeres;menores de 25 años;tasas de paro;2000TIV;51,27
Extremadura;mujeres;menores de 25 años;tasas de paro;2000TIII;44,95
Extremadura;mujeres;menores de 25 años;tasas de paro;2000TII;48,90
Extremadura;mujeres;menores de 25 años;tasas de paro;2000TI;52,95
Extremadura;mujeres;menores de 25 años;tasas de paro;1999TIV;51,81
Extremadura;mujeres;menores de 25 años;tasas de paro;1999TIII;51,88
Extremadura;mujeres;menores de 25 años;tasas de paro;1999TII;53,68
Extremadura;mujeres;menores de 25 años;tasas de paro;1999TI;50,59
Extremadura;mujeres;menores de 25 años;tasas de paro;1998TIV;60,33
Extremadura;mujeres;menores de 25 años;tasas de paro;1998TIII;53,20
Extremadura;mujeres;menores de 25 años;tasas de paro;1998TII;51,12
Extremadura;mujeres;menores de 25 años;tasas de paro;1998TI;58,10
Extremadura;mujeres;menores de 25 años;tasas de paro;1997TIV;55,34
Extremadura;mujeres;menores de 25 años;tasas de paro;1997TIII;51,93
Extremadura;mujeres;menores de 25 años;tasas de paro;1997TII;55,45
Extremadura;mujeres;menores de 25 años;tasas de paro;1997TI;56,48
Extremadura;mujeres;menores de 25 años;tasas de paro;1996TIV;54,22
Extremadura;mujeres;menores de 25 años;tasas de paro;1996TIII;45,20
Extremadura;mujeres;menores de 25 años;tasas de paro;1996TII;51,61
Extremadura;mujeres;menores de 25 años;tasas de paro;1996TI;58,42
Extremadura;mujeres;menores de 25 años;tasas de empleo;2001TIV;21,13
Extremadura;mujeres;menores de 25 años;tasas de empleo;2001TIII;19,63
Extremadura;mujeres;menores de 25 años;tasas de empleo;2001TII;21,76
Extremadura;mujeres;menores de 25 años;tasas de empleo;2001TI;22,96
Extremadura;mujeres;menores de 25 años;tasas de empleo;2000TIV;21,52
Extremadura;mujeres;menores de 25 años;tasas de empleo;2000TIII;22,99
Extremadura;mujeres;menores de 25 años;tasas de empleo;2000TII;23,30
Extremadura;mujeres;menores de 25 años;tasas de empleo;2000TI;20,43
Extremadura;mujeres;menores de 25 años;tasas de empleo;1999TIV;21,06
Extremadura;mujeres;menores de 25 años;tasas de empleo;1999TIII;19,64
Extremadura;mujeres;menores de 25 años;tasas de empleo;1999TII;18,13
Extremadura;mujeres;menores de 25 años;tasas de empleo;1999TI;21,28
Extremadura;mujeres;menores de 25 años;tasas de empleo;1998TIV;16,60
Extremadura;mujeres;menores de 25 años;tasas de empleo;1998TIII;19,22
Extremadura;mujeres;menores de 25 años;tasas de empleo;1998TII;19,86
Extremadura;mujeres;menores de 25 años;tasas de empleo;1998TI;17,41
Extremadura;mujeres;menores de 25 años;tasas de empleo;1997TIV;19,30
Extremadura;mujeres;menores de 25 años;tasas de empleo;1997TIII;18,58
Extremadura;mujeres;menores de 25 años;tasas de empleo;1997TII;17,32
Extremadura;mujeres;menores de 25 años;tasas de empleo;1997TI;16,42
Extremadura;mujeres;menores de 25 años;tasas de empleo;1996TIV;18,38
Extremadura;mujeres;menores de 25 años;tasas de empleo;1996TIII;24,23
Extremadura;mujeres;menores de 25 años;tasas de empleo;1996TII;20,95
Extremadura;mujeres;menores de 25 años;tasas de empleo;1996TI;18,03
Extremadura;mujeres;de 25 y más años;tasas de actividad;2001TIV;31,17
Extremadura;mujeres;de 25 y más años;tasas de actividad;2001TIII;31,00
Extremadura;mujeres;de 25 y más años;tasas de actividad;2001TII;31,94
Extremadura;mujeres;de 25 y más años;tasas de actividad;2001TI;31,83
Extremadura;mujeres;de 25 y más años;tasas de actividad;2000TIV;37,90
Extremadura;mujeres;de 25 y más años;tasas de actividad;2000TIII;36,77
Extremadura;mujeres;de 25 y más años;tasas de actividad;2000TII;36,65
Extremadura;mujeres;de 25 y más años;tasas de actividad;2000TI;35,58
Extremadura;mujeres;de 25 y más años;tasas de actividad;1999TIV;35,25
Extremadura;mujeres;de 25 y más años;tasas de actividad;1999TIII;34,33
Extremadura;mujeres;de 25 y más años;tasas de actividad;1999TII;33,42
Extremadura;mujeres;de 25 y más años;tasas de actividad;1999TI;34,90
Extremadura;mujeres;de 25 y más años;tasas de actividad;1998TIV;34,41
Extremadura;mujeres;de 25 y más años;tasas de actividad;1998TIII;33,24
Extremadura;mujeres;de 25 y más años;tasas de actividad;1998TII;33,62
Extremadura;mujeres;de 25 y más años;tasas de actividad;1998TI;32,51
Extremadura;mujeres;de 25 y más años;tasas de actividad;1997TIV;32,89
Extremadura;mujeres;de 25 y más años;tasas de actividad;1997TIII;31,95
Extremadura;mujeres;de 25 y más años;tasas de actividad;1997TII;32,77
Extremadura;mujeres;de 25 y más años;tasas de actividad;1997TI;32,22
Extremadura;mujeres;de 25 y más años;tasas de actividad;1996TIV;32,31
Extremadura;mujeres;de 25 y más años;tasas de actividad;1996TIII;32,01
Extremadura;mujeres;de 25 y más años;tasas de actividad;1996TII;31,52
Extremadura;mujeres;de 25 y más años;tasas de actividad;1996TI;30,53
Extremadura;mujeres;de 25 y más años;tasas de paro;2001TIV;20,43
Extremadura;mujeres;de 25 y más años;tasas de paro;2001TIII;19,74
Extremadura;mujeres;de 25 y más años;tasas de paro;2001TII;19,24
Extremadura;mujeres;de 25 y más años;tasas de paro;2001TI;21,01
Extremadura;mujeres;de 25 y más años;tasas de paro;2000TIV;31,99
Extremadura;mujeres;de 25 y más años;tasas de paro;2000TIII;34,70
Extremadura;mujeres;de 25 y más años;tasas de paro;2000TII;33,31
Extremadura;mujeres;de 25 y más años;tasas de paro;2000TI;31,58
Extremadura;mujeres;de 25 y más años;tasas de paro;1999TIV;33,27
Extremadura;mujeres;de 25 y más años;tasas de paro;1999TIII;31,75
Extremadura;mujeres;de 25 y más años;tasas de paro;1999TII;33,46
Extremadura;mujeres;de 25 y más años;tasas de paro;1999TI;38,09
Extremadura;mujeres;de 25 y más años;tasas de paro;1998TIV;37,78
Extremadura;mujeres;de 25 y más años;tasas de paro;1998TIII;36,82
Extremadura;mujeres;de 25 y más años;tasas de paro;1998TII;37,63
Extremadura;mujeres;de 25 y más años;tasas de paro;1998TI;36,74
Extremadura;mujeres;de 25 y más años;tasas de paro;1997TIV;36,93
Extremadura;mujeres;de 25 y más años;tasas de paro;1997TIII;35,73
Extremadura;mujeres;de 25 y más años;tasas de paro;1997TII;38,41
Extremadura;mujeres;de 25 y más años;tasas de paro;1997TI;38,41
Extremadura;mujeres;de 25 y más años;tasas de paro;1996TIV;40,40
Extremadura;mujeres;de 25 y más años;tasas de paro;1996TIII;36,36
Extremadura;mujeres;de 25 y más años;tasas de paro;1996TII;36,93
Extremadura;mujeres;de 25 y más años;tasas de paro;1996TI;37,24
Extremadura;mujeres;de 25 y más años;tasas de empleo;2001TIV;24,80
Extremadura;mujeres;de 25 y más años;tasas de empleo;2001TIII;24,88
Extremadura;mujeres;de 25 y más años;tasas de empleo;2001TII;25,79
Extremadura;mujeres;de 25 y más años;tasas de empleo;2001TI;25,14
Extremadura;mujeres;de 25 y más años;tasas de empleo;2000TIV;25,78
Extremadura;mujeres;de 25 y más años;tasas de empleo;2000TIII;24,01
Extremadura;mujeres;de 25 y más años;tasas de empleo;2000TII;24,44
Extremadura;mujeres;de 25 y más años;tasas de empleo;2000TI;24,34
Extremadura;mujeres;de 25 y más años;tasas de empleo;1999TIV;23,52
Extremadura;mujeres;de 25 y más años;tasas de empleo;1999TIII;23,43
Extremadura;mujeres;de 25 y más años;tasas de empleo;1999TII;22,24
Extremadura;mujeres;de 25 y más años;tasas de empleo;1999TI;21,60
Extremadura;mujeres;de 25 y más años;tasas de empleo;1998TIV;21,41
Extremadura;mujeres;de 25 y más años;tasas de empleo;1998TIII;21,00
Extremadura;mujeres;de 25 y más años;tasas de empleo;1998TII;20,97
Extremadura;mujeres;de 25 y más años;tasas de empleo;1998TI;20,57
Extremadura;mujeres;de 25 y más años;tasas de empleo;1997TIV;20,74
Extremadura;mujeres;de 25 y más años;tasas de empleo;1997TIII;20,54
Extremadura;mujeres;de 25 y más años;tasas de empleo;1997TII;20,18
Extremadura;mujeres;de 25 y más años;tasas de empleo;1997TI;19,84
Extremadura;mujeres;de 25 y más años;tasas de empleo;1996TIV;19,25
Extremadura;mujeres;de 25 y más años;tasas de empleo;1996TIII;20,38
Extremadura;mujeres;de 25 y más años;tasas de empleo;1996TII;19,88
Extremadura;mujeres;de 25 y más años;tasas de empleo;1996TI;19,16
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2001TIV;13,99
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2001TIII;11,41
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2001TII;18,25
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2001TI;21,33
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2000TIV;26,85
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2000TIII;25,80
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2000TII;28,29
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;2000TI;25,75
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1999TIV;23,02
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1999TIII;21,75
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1999TII;18,53
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1999TI;23,50
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1998TIV;22,85
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1998TIII;24,18
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1998TII;25,00
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1998TI;23,91
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1997TIV;25,82
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1997TIII;22,88
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1997TII;20,54
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1997TI;21,00
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1996TIV;22,39
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1996TIII;28,75
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1996TII;25,28
Extremadura;mujeres;de 16 a 19 años;tasas de actividad;1996TI;26,45
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2001TIV;42,40
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2001TIII;48,37
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2001TII;44,42
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2001TI;43,95
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2000TIV;60,10
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2000TIII;66,44
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2000TII;57,43
Extremadura;mujeres;de 16 a 19 años;tasas de paro;2000TI;65,19
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1999TIV;59,31
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1999TIII;54,68
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1999TII;56,65
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1999TI;47,21
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1998TIV;68,25
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1998TIII;57,65
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1998TII;69,12
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1998TI;68,44
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1997TIV;70,18
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1997TIII;61,23
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1997TII;59,26
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1997TI;59,17
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1996TIV;64,22
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1996TIII;51,25
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1996TII;49,75
Extremadura;mujeres;de 16 a 19 años;tasas de paro;1996TI;59,51
Extremadura;mujeres;de 16 a 19 años;tasas de empleo;2001TIV;8,06
Extremadura;mujeres;de 16 a 19 años;tasas de empleo;2001TIII;5,89
